rule,mean_human,mean_llm,std_human,std_llm,difference,abs_difference,docs_human,docs_llm,docs_total,pct_human,pct_llm,mann_whitney_u,p_value,cohens_d,significant_005,significant_001,characteristic_of
"VERB(CCONJ/cc, *, NOUN/obj)",0.010701342500596615,0.017729750981979108,0.021988929319771814,0.021618098218679323,-0.007028408481382493,0.007028408481382493,1168,2256,3424,21.669758812615957,41.84752365052866,11978287.0,2.0728453669256437e-81,-0.32234044629092673,True,True,llm
"NOUN(*, NOUN/conj)",0.005168159478665245,0.012133917545643705,0.01894492884102489,0.023719901650435592,-0.00696575806697846,0.00696575806697846,422,1166,1588,7.829313543599258,21.62864032647004,12585826.0,9.687018334129279e-85,-0.32450794306837666,True,True,llm
"PROPN(ADP/case, DET/det, *, PROPN/flat:name)",0.013555998813041247,0.020486122750218858,0.021108710024493264,0.017965562968784224,-0.006930123937177611,0.006930123937177611,1713,3164,4877,31.78107606679035,58.69040994249676,11804034.5,5.67036038506387e-76,-0.35357335902097825,True,True,llm
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name)",0.006852378601143615,0.013760114422298384,0.0209464630285669,0.023420042261883895,-0.006907735821154769,0.006907735821154769,583,1436,2019,10.816326530612244,26.636987571879057,12413538.5,1.8858169330120757e-82,-0.31091133417549477,True,True,llm
"NOUN(DET/det, *, PROPN/nmod)",0.015326299941702315,0.022195582762768333,0.02013041623985304,0.015141398594383227,-0.006869282821066018,0.006869282821066018,2158,3827,5985,40.037105751391465,70.98868484511222,11886295.0,9.666297511870497e-66,-0.3856666493119775,True,True,llm
"PROPN(ADP/case, DET/det, *, PROPN/flat:name, PROPN/flat:name, PROPN/appos)",0.001366637699283608,0.008219955195954478,0.010899319494763103,0.023567734049776985,-0.00685331749667087,0.00685331749667087,88,603,691,1.6326530612244898,11.185308848080133,13149129.0,5.734559727705445e-90,-0.37325941034036086,True,True,llm
"NOUN(CCONJ/cc, *)",0.013447541405671788,0.02029866111032112,0.020897267426257842,0.017760347167539967,-0.006851119704649331,0.006851119704649331,1758,3174,4932,32.61595547309833,58.87590428491931,11666524.0,3.3825947017957724e-83,-0.35328999138695205,True,True,llm
"NOUN(DET/det, ADJ/amod, *)",0.006838954025997148,0.013623706305708272,0.019650809377888916,0.02335536022269675,-0.006784752279711124,0.006784752279711124,637,1427,2064,11.818181818181818,26.470042663698756,12513375.0,9.516209960966098e-74,-0.3143604652052763,True,True,llm
"NOUN(ADP/case, *, ADJ/amod, NOUN/conj)",0.0015847794875515073,0.008340544677757682,0.011294949826666604,0.022651263991677495,-0.006755765190206174,0.006755765190206174,114,665,779,2.1150278293135436,12.335373771099981,13050843.0,2.6846990933884937e-92,-0.37746545620197897,True,True,llm
"PROPN(ADP/case, *, PROPN/flat:name)",0.01155657743931576,0.01820996835895565,0.022359509294467925,0.02067694891092945,-0.006653390919639891,0.006653390919639891,1253,2453,3706,23.246753246753247,45.50176219625301,12003651.0,5.14029804303818e-76,-0.3089618491642661,True,True,llm
"ADJ(*, NOUN/obl)",0.00714741822560714,0.013743767519343081,0.020318718586082297,0.023294002099386972,-0.0065963492937359414,0.0065963492937359414,655,1452,2107,12.152133580705009,26.933778519755148,12509647.5,7.660943366517167e-73,-0.3017951055223631,True,True,llm
"PROPN(CCONJ/cc, *, PROPN/flat:name)",0.004296584174583086,0.010876801955550392,0.017652801497620187,0.02339219816065447,-0.006580217780967307,0.006580217780967307,326,997,1323,6.0482374768089056,18.493785939528845,12790275.0,1.726032031809373e-79,-0.31754488165820116,True,True,llm
"VERB(PROPN/nsubj, *, NOUN/obj, VERB/advcl, PUNCT/punct)",0.0017804096258512625,0.00832585346097347,0.013175061789657357,0.023401359561249054,-0.006545443835122208,0.006545443835122208,102,630,732,1.8923933209647494,11.686143572621035,13125823.0,3.3399331330797944e-88,-0.34468665407797916,True,True,llm
"NOUN(DET/det, *, PROPN/nmod, VERB/acl)",0.0015331609675353541,0.008074568434699432,0.01199083599637823,0.023047331803173695,-0.006541407467164077,0.006541407467164077,93,610,703,1.725417439703154,11.315154887775924,13149103.5,1.445205268460068e-88,-0.3560797647804808,True,True,llm
"VERB(PUNCT/punct, *, ADV/advmod, NOUN/obj)",0.0005283231992209951,0.007046704773499556,0.0069184499930858775,0.023091595825899546,-0.006518381574278561,0.006518381574278561,34,475,509,0.6307977736549165,8.810981265071415,13340925.0,5.138174613308321e-89,-0.3824144478910475,True,True,llm
"NOUN(DET/det, *, ADJ/amod, ADJ/amod)",0.0018348626784198845,0.008339590858071346,0.012213869389565986,0.02314514799011942,-0.006504728179651462,0.006504728179651462,132,644,776,2.4489795918367347,11.945835652012613,13151608.0,1.1325191927062249e-80,-0.35151027506469107,True,True,llm
"NOUN(DET/det, *, NOUN/nmod, NOUN/conj)",0.0015894081116591575,0.007945976413267278,0.011798952408648906,0.02288350863346062,-0.006356568301608121,0.006356568301608121,104,600,704,1.9294990723562153,11.129660545353367,13202446.0,6.890613790600528e-82,-0.34915917060546203,True,True,llm
"ADJ(*, PUNCT/punct)",0.0027359288075410417,0.009008470557495998,0.015901289027233548,0.02472269507773857,-0.006272541749954957,0.006272541749954957,178,664,842,3.302411873840445,12.316824336857726,13230374.0,7.855267434708317e-67,-0.3017768656308662,True,True,llm
"VERB(ADV/advmod, *)",0.00264937138022133,0.008902168119253043,0.014463451753668536,0.02301027472156431,-0.006252796739031714,0.006252796739031714,195,729,924,3.6178107606679037,13.52253756260434,13099793.0,3.8956421893198196e-74,-0.32536122127211253,True,True,llm
"VERB(ADP/mark, *, NOUN/obj, NOUN/obl)",0.007384943343327391,0.013630391877038213,0.020988962917650216,0.023498674965193114,-0.006245448533710822,0.006245448533710822,656,1420,2076,12.170686456400743,26.340196624002967,12613224.0,1.676451125788233e-66,-0.28032659871757815,True,True,llm
"NOUN(*, ADJ/amod, PROPN/nmod)",0.0018574505903454237,0.00808408989347832,0.0128277867861326,0.023301542216822548,-0.006226639303132896,0.006226639303132896,117,604,721,2.170686456400742,11.20385828232239,13231438.5,9.592959481439835e-77,-0.33105579357139425,True,True,llm
"PROPN(*, VERB/acl:relcl)",0.0008936829556618948,0.007101599420192641,0.008938950700033732,0.022380397451195803,-0.006207916464530746,0.006207916464530746,58,510,568,1.0760667903525047,9.460211463550362,13313734.0,4.884268007516471e-84,-0.3642943265113168,True,True,llm
"VERB(PUNCT/punct, CCONJ/cc, ADV/advmod, *, NOUN/obj)",0.0006660627099176423,0.006790111010353426,0.007703904313541607,0.021954963218032003,-0.006124048300435784,0.006124048300435784,44,485,529,0.8163265306122449,8.996475607493972,13341518.0,8.50849618125089e-86,-0.3722256449384285,True,True,llm
"NOUN(ADP/case, DET/det, *, VERB/acl)",0.008937927148779272,0.014964780630343908,0.020981066301517505,0.022392207132024212,-0.006026853481564636,0.006026853481564636,894,1726,2620,16.586270871985157,32.01632350213318,12525531.0,5.497611361989211e-61,-0.2777593565124527,True,True,llm
"NOUN(ADP/case, *, ADJ/amod, PROPN/nmod)",0.001310761050722254,0.007325378881407011,0.011637156269576133,0.022604187681925608,-0.006014617830684757,0.006014617830684757,77,533,610,1.4285714285714286,9.88684845112224,13308082.0,2.111634716495526e-79,-0.3345657891024363,True,True,llm
"NOUN(ADP/case, DET/det, *, ADJ/amod, ADJ/amod)",0.0022140198242631905,0.008208632313595077,0.013722138732247088,0.022836599756591785,-0.005994612489331887,0.005994612489331887,150,638,788,2.782931354359926,11.83453904655908,13225791.0,2.0396249722678663e-71,-0.3182041627720544,True,True,llm
"VERB(PUNCT/punct, *, NOUN/obl:agent, PUNCT/punct)",0.0008303996532081821,0.006768381067687932,0.009061972649574788,0.02239183271854138,-0.00593798141447975,0.00593798141447975,51,469,520,0.9461966604823747,8.699684659617882,13404202.0,2.079978898150278e-78,-0.3476389023030627,True,True,llm
"PROPN(*, PROPN/flat:name, PROPN/flat:name)",0.006050763759462715,0.011986834539936373,0.020343926041211723,0.023050596062456064,-0.005936070780473659,0.005936070780473659,491,1189,1680,9.109461966604824,22.055277314041923,12761682.0,3.009978052579563e-67,-0.2730555405518137,True,True,llm
"NOUN(DET/det, *, NOUN/nmod, NOUN/nmod)",0.006458866226559782,0.012338290035942253,0.02018206804004856,0.023307946044531062,-0.005879423809382471,0.005879423809382471,547,1224,1771,10.148423005565864,22.70450751252087,12816597.5,1.3072229913661078e-60,-0.2696846898372307,True,True,llm
"VERB(VERB/ccomp:speech, *, PROPN/nsubj, PUNCT/punct)",0.003581285879422668,0.009412347761650603,0.016797433189811153,0.022114841370114328,-0.005831061882227935,0.005831061882227935,250,846,1096,4.638218923933209,15.692821368948247,12983007.0,2.4186020491768375e-74,-0.2969432891222789,True,True,llm
"PROPN(DET/det, *, PROPN/flat:name)",0.0083281717286041,0.01413725727384273,0.021695094032834573,0.02294958018788096,-0.005809085545238631,0.005809085545238631,748,1540,2288,13.877551020408163,28.56612873307364,12636654.0,2.689965675604075e-60,-0.26013376307433533,True,True,llm
"NOUN(PUNCT/punct, *, PROPN/nmod, PUNCT/punct)",0.005518403065842861,0.011284573055382939,0.020988074614888688,0.02342170890414018,-0.005766169989540077,0.005766169989540077,401,1054,1455,7.4397031539888685,19.551103691337413,12878765.5,2.917172246558655e-66,-0.2592911345255679,True,True,llm
"NOUN(DET/det, ADJ/amod, *, NOUN/nmod)",0.00525415587680835,0.010973946830569447,0.018863721338433677,0.023225906681950067,-0.005719790953761097,0.005719790953761097,426,1023,1449,7.903525046382189,18.97607122982749,12977677.0,5.695803244792205e-59,-0.2703429523609429,True,True,llm
"PROPN(*, PROPN/flat:name, PROPN/flat:name, PROPN/flat:name)",0.002791684403002455,0.008510789671442571,0.015169794791716363,0.023455230819036575,-0.005719105268440116,0.005719105268440116,192,655,847,3.562152133580705,12.149879428677425,13296973.0,5.124263843583453e-60,-0.2895479450002509,True,True,llm
"NOUN(ADP/case, *, ADJ/amod, ADJ/amod)",0.0013583683916476947,0.0070528641177893875,0.010996666691578588,0.02242575580697003,-0.005694495726141693,0.005694495726141693,88,506,594,1.6326530612244898,9.38601372658134,13407165.0,5.482626990365876e-69,-0.3224283656651492,True,True,llm
"PROPN(DET/det, *)",0.013428192789245973,0.01902927933258828,0.021482335993937136,0.019151709693912593,-0.005601086543342307,0.005601086543342307,1627,2783,4410,30.18552875695733,51.623075496197366,12387903.0,4.963768569929228e-50,-0.27523206134899925,True,True,llm
"VERB(PUNCT/punct, CCONJ/cc, NOUN/nsubj, *, VERB/ccomp)",0.0002318039987691374,0.005821590969139289,0.0049004123554312285,0.022389360295569344,-0.005589786970370152,0.005589786970370152,13,358,371,0.24118738404452691,6.640697458727509,13599439.5,4.113958980595086e-74,-0.34491143238834887,True,True,llm
"VERB(PUNCT/punct, *, ADJ/ccomp)",0.00016416487770848823,0.0057265961061071236,0.003941396399865276,0.021690277245124127,-0.005562431228398636,0.005562431228398636,10,361,371,0.18552875695732837,6.696345761454276,13582742.0,9.886226770782644e-77,-0.35682912653343263,True,True,llm
"VERB(PUNCT/punct, PRON/nsubj, *, NOUN/obj, PUNCT/punct)",0.0015992627687927306,0.00713595885013226,0.011659719137677734,0.022363881452887653,-0.0055366960813395295,0.0055366960813395295,107,518,625,1.9851576994434137,9.608606937488407,13425134.5,8.246957122591323e-64,-0.31045998541615416,True,True,llm
"VERB(SCONJ/mark, NOUN/nsubj, *, NOUN/obj)",0.004422259734083639,0.009940544817641268,0.018266794253736524,0.023439123191265107,-0.005518285083557629,0.005518285083557629,327,851,1178,6.066790352504638,15.785568540159526,13157041.0,2.2183240933542493e-55,-0.262616489257019,True,True,llm
"ADV(*, PUNCT/punct)",0.005271195072372523,0.010737233972987684,0.017840022708647586,0.022240154702075864,-0.005466038900615161,0.005466038900615161,482,1050,1532,8.942486085343228,19.47690595436839,13018442.0,1.748261987744323e-53,-0.27112626252587063,True,True,llm
"VERB(ADP/mark, *, NOUN/obj, VERB/conj)",0.002337302966350914,0.00780014013708754,0.014047485687700102,0.02274360734626117,-0.005462837170736626,0.005462837170736626,161,592,753,2.987012987012987,10.981265071415322,13376936.5,1.5035564156477324e-58,-0.28900188489233164,True,True,llm
"NOUN(ADP/case, DET/det, *, ADJ/amod, VERB/acl)",0.0019325782445478448,0.007376482436001503,0.012853778715740451,0.02225447589718205,-0.005443904191453659,0.005443904191453659,130,552,682,2.411873840445269,10.239287701725097,13399506.0,1.2764550481786418e-61,-0.29956784828420707,True,True,llm
"NOUN(*, ADJ/amod, NOUN/conj)",0.0010379765506396315,0.00641907271151027,0.009614328533501894,0.02183974053908338,-0.005381096160870638,0.005381096160870638,69,447,516,1.280148423005566,8.291597106288258,13511366.0,5.62635958223008e-65,-0.31891383939816426,True,True,llm
"VERB(PUNCT/punct, *, VERB/xcomp)",0.002263376831975771,0.007624040029333748,0.01364264226645727,0.02230129807596234,-0.005360663197357977,0.005360663197357977,159,585,744,2.9499072356215215,10.851419031719532,13387874.0,4.209595033233309e-58,-0.2899839249456886,True,True,llm
"NOUN(CCONJ/cc, DET/det, *, ADJ/amod)",0.002023363483421671,0.0073792173548617905,0.012797800622297852,0.021916426935830145,-0.0053558538714401195,0.0053558538714401195,143,569,712,2.6530612244897958,10.554628083843443,13388503.0,2.1756604726456305e-60,-0.2984437760461946,True,True,llm
"VERB(PUNCT/punct, *, NOUN/obj, VERB/conj)",0.0007686023902759154,0.006094205398408732,0.008671553422664749,0.02132070021435755,-0.005325603008132817,0.005325603008132817,49,421,470,0.9090909090909091,7.809311815989612,13526835.0,8.990518812142373e-69,-0.3272207884204056,True,True,llm
"VERB(PUNCT/punct, *, NOUN/ccomp)",0.000388922395376587,0.005675605508391936,0.006393099100652218,0.021461794681626265,-0.005286683113015349,0.005286683113015349,22,364,386,0.40816326530612246,6.7519940641810425,13608216.0,4.278307567416201e-70,-0.33386532681649483,True,True,llm
"NOUN(DET/det, *, NOUN/nmod, VERB/acl)",0.003266075750178831,0.00854463008112549,0.016325712069538163,0.02273338478021165,-0.0052785543309466585,0.0052785543309466585,228,691,919,4.230055658627087,12.817659061398627,13302014.0,2.1950078701436884e-55,-0.266720284424153,True,True,llm
"VERB(NOUN/nsubj, *, NOUN/obj, NOUN/obl, PUNCT/punct)",0.003914094315180621,0.009184631817495154,0.019973814094626605,0.023546268261836038,-0.0052705375023145325,0.0052705375023145325,236,744,980,4.37847866419295,13.800779076238175,13204298.0,1.0283687244607492e-60,-0.2413997897563341,True,True,llm
